transaction_id,transaction_date,voucher_no,account_head,account_type,category,sub_category,party_name,payment_method,bank_name,reference,debit,credit,amount,remarks,created_by
755,2026-05-22,VCH-000755,Investment Payment,Equity,Capital,Capital,Green Energy Co.,Bkash,Dutch Bangla Bank,REF-0298-UjYQ,52074.14,0.0,52074.14,Through identify individual board later.,Admin
756,2026-05-08,VCH-000756,Production or Cost of Goods Sold (COGS),Expense,COGS,Capital,Innovate Ltd.,Nagad,BRAC Bank,REF-1548-EsWC,30446.97,0.0,30446.97,Out model law apply exactly.,Finance Manager
757,2025-11-01,VCH-000757,Cashout Charge,Expense,Bank Charge,Sales,Global Enterprises,Nagad,Sonali Bank,REF-7299-TSMI,8334.09,0.0,8334.09,Campaign sell tell leg.,Accounts Officer
758,2025-08-09,VCH-000758,Selling & Distribution Expenses,Expense,OPEX,Banking,Green Energy Co.,Nagad,Rupali Bank,REF-8893-bKhC,23289.84,0.0,23289.84,Lay behavior allow hour stage low environment former.,Admin
759,2025-03-26,VCH-000759,Depreciation & Amortization,Expense,Non-Cash,COGS,Global Enterprises,Cash,Dutch Bangla Bank,REF-9024-QuMg,67525.88,0.0,67525.88,Establish fund kind actually government perhaps.,Finance Manager
760,2026-04-18,VCH-000760,Managing Director Personal Expense,Equity,Drawings,COGS,Green Energy Co.,Nagad,Dutch Bangla Bank,REF-9778-ARdl,56520.72,0.0,56520.72,Myself paper piece of.,Admin
761,2025-10-14,VCH-000761,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Prime Services,Cheque,Janata Bank,REF-4539-uVEQ,16520.08,0.0,16520.08,Guy project serious career condition officer young several.,Accounts Officer
762,2024-11-21,VCH-000762,Investment Payment,Equity,Capital,Banking,Global Enterprises,Bank Transfer,Rupali Bank,REF-1601-MldB,93276.39,0.0,93276.39,Yard family imagine with.,Managing Director
763,2025-11-07,VCH-000763,Packing Materials,Expense,COGS,Operations,Green Energy Co.,Bank Transfer,Rupali Bank,REF-4338-zpkM,67889.32,0.0,67889.32,Mean billion picture particular best.,Admin
764,2026-04-26,VCH-000764,Salaries & Employee Benefits,Expense,OPEX,Banking,XYZ Ltd.,Cash,City Bank,REF-1684-aNKC,65467.59,0.0,65467.59,Police poor recent cultural state should.,Managing Director
765,2024-08-15,VCH-000765,Managing Director Personal Expense,Equity,Drawings,Operations,Tech Solutions,Cash,BRAC Bank,REF-3157-KZta,54205.75,0.0,54205.75,Scientist move audience much card school near serve.,Finance Manager
766,2024-07-24,VCH-000766,Packing Materials,Expense,COGS,Banking,XYZ Ltd.,Bkash,Dutch Bangla Bank,REF-8152-BExt,91565.79,0.0,91565.79,Within political clear dark open drug high.,Managing Director
767,2025-05-11,VCH-000767,Salaries & Employee Benefits,Expense,OPEX,Sales,ABC Corporation,Bank Transfer,Janata Bank,REF-3732-IiYI,64914.43,0.0,64914.43,Begin career large rest significant someone.,Admin
768,2024-10-16,VCH-000768,Salaries & Employee Benefits,Expense,OPEX,Banking,Innovate Ltd.,Bkash,Janata Bank,REF-8235-JRYt,97966.08,0.0,97966.08,Woman list where concern threat election.,Accounts Officer
769,2024-07-11,VCH-000769,Cashout Charge,Expense,Bank Charge,Capital,XYZ Ltd.,Bank Transfer,City Bank,REF-8567-SGxs,65803.62,0.0,65803.62,Carry sport year analysis cover send.,Finance Manager
770,2025-01-05,VCH-000770,Managing Director Personal Expense,Equity,Drawings,Operations,Tech Solutions,Cash,City Bank,REF-6178-ImnM,41588.99,0.0,41588.99,Relationship job notice other opportunity director brother.,Managing Director
771,2026-01-31,VCH-000771,Packing Materials,Expense,COGS,Operations,Innovate Ltd.,Nagad,Nagad,REF-5898-ijIg,58893.23,0.0,58893.23,Company serve process information week.,Managing Director
772,2025-10-03,VCH-000772,Miscellaneous Expenses,Expense,Other,Operations,XYZ Ltd.,Cash,Sonali Bank,REF-2563-cnCb,12567.95,0.0,12567.95,Professional window wish window career.,Admin
773,2026-05-16,VCH-000773,Marketing & Sales Expenses,Expense,OPEX,Expense,Global Enterprises,Bkash,Janata Bank,REF-8300-QxGE,91528.87,0.0,91528.87,Tv base region even.,Managing Director
774,2025-03-19,VCH-000774,Administrative Expenses,Expense,OPEX,Sales,ABC Corporation,Bank Transfer,Nagad,REF-3618-OWPO,90594.3,0.0,90594.3,Apply yourself relationship for responsibility home.,Accounts Officer
775,2025-03-29,VCH-000775,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Tech Solutions,Nagad,Nagad,REF-5725-dUXw,89994.13,0.0,89994.13,Old environmental they yourself can month plant.,Admin
776,2025-02-08,VCH-000776,Loan From Managing Director,Liability,Loan,Capital,Green Energy Co.,Bkash,Nagad,REF-5556-RBMi,59934.28,0.0,59934.28,Nor cup western indicate vote purpose.,Managing Director
777,2025-04-01,VCH-000777,Administrative Expenses,Expense,OPEX,Banking,Tech Solutions,Cheque,City Bank,REF-2197-GmGL,34227.96,0.0,34227.96,It fund physical central plant artist.,Admin
778,2024-07-06,VCH-000778,Marketing & Sales Expenses,Expense,OPEX,Expense,Global Enterprises,Bank Transfer,BRAC Bank,REF-5486-eabs,8078.68,0.0,8078.68,Successful source leave street government be.,Managing Director
779,2025-02-25,VCH-000779,Selling & Distribution Expenses,Expense,OPEX,Banking,XYZ Ltd.,Cheque,Sonali Bank,REF-6896-OjOI,4981.26,0.0,4981.26,Yourself white fill him study financial similar sound.,Admin
780,2024-12-13,VCH-000780,Loan From Managing Director,Liability,Loan,COGS,XYZ Ltd.,Cash,Nagad,REF-8366-oMim,18724.05,0.0,18724.05,Professor try moment hot present left fine.,Finance Manager
781,2026-02-18,VCH-000781,Financial Expenses,Expense,Finance,Banking,Innovate Ltd.,Nagad,BRAC Bank,REF-0454-SzNk,95394.26,0.0,95394.26,Standard state walk.,Admin
782,2024-08-15,VCH-000782,Investment Payment,Equity,Capital,Expense,Prime Services,Cash,Bkash,REF-9407-peEU,2263.92,0.0,2263.92,Dream quickly more out science product.,Accounts Officer
783,2025-05-04,VCH-000783,Miscellaneous Expenses,Expense,Other,Capital,Green Energy Co.,Cash,Bkash,REF-2920-gHDy,64027.12,0.0,64027.12,This network institution plant.,Finance Manager
784,2025-03-02,VCH-000784,Marketing & Sales Expenses,Expense,OPEX,Banking,Innovate Ltd.,Nagad,City Bank,REF-0390-xEAv,43610.94,0.0,43610.94,American occur up time ahead glass head.,Managing Director
785,2024-11-12,VCH-000785,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Tech Solutions,Bkash,Janata Bank,REF-0117-nlFx,33506.22,0.0,33506.22,Suffer tend clear whatever young.,Managing Director
786,2025-11-01,VCH-000786,Selling & Distribution Expenses,Expense,OPEX,Operations,XYZ Ltd.,Cheque,City Bank,REF-8101-gfTG,99693.82,0.0,99693.82,Kid share smile.,Managing Director
787,2026-02-19,VCH-000787,Miscellaneous Expenses,Expense,Other,Banking,Global Enterprises,Bkash,City Bank,REF-3520-yiKu,26093.66,0.0,26093.66,Kind country executive.,Managing Director
788,2025-06-01,VCH-000788,Loan From Managing Director,Liability,Loan,Capital,Global Enterprises,Cash,Bkash,REF-3886-Pydq,59904.07,0.0,59904.07,Administration fine level film benefit foot.,Admin
789,2025-04-12,VCH-000789,Investment Payment,Equity,Capital,Operations,Innovate Ltd.,Bkash,City Bank,REF-0924-dLJX,92089.94,0.0,92089.94,Remember reveal democratic cup.,Admin
790,2024-08-04,VCH-000790,Administrative Expenses,Expense,OPEX,Banking,Innovate Ltd.,Nagad,Nagad,REF-7312-uGGM,19599.19,0.0,19599.19,Behavior test heart church year half.,Accounts Officer
791,2025-10-09,VCH-000791,Selling & Distribution Expenses,Expense,OPEX,Sales,XYZ Ltd.,Cash,Nagad,REF-4334-atEH,45642.26,0.0,45642.26,Step rock page dog church majority.,Admin
792,2026-05-16,VCH-000792,Loan From Managing Director,Liability,Loan,COGS,Global Enterprises,Nagad,City Bank,REF-2037-kNWu,95684.95,0.0,95684.95,Social chance sell.,Finance Manager
793,2025-07-20,VCH-000793,Product Sales,Revenue,Sales,Operations,Green Energy Co.,Nagad,City Bank,REF-3735-ECkb,0.0,63630.49,63630.49,No goal key leave beautiful improve training upon.,Admin
794,2025-02-11,VCH-000794,Product Sales,Revenue,Sales,Operations,ABC Corporation,Nagad,Janata Bank,REF-4221-dtBD,0.0,28991.39,28991.39,Bit scene attorney wonder green.,Managing Director
795,2024-12-07,VCH-000795,Cashout Charge,Expense,Bank Charge,COGS,Prime Services,Nagad,Rupali Bank,REF-8809-reKl,47704.04,0.0,47704.04,Perform choice film why debate.,Finance Manager
796,2025-07-20,VCH-000796,Marketing & Sales Expenses,Expense,OPEX,Capital,Prime Services,Cash,Sonali Bank,REF-1773-ZBaB,85429.04,0.0,85429.04,Charge six material easy real society military care.,Admin
797,2026-01-14,VCH-000797,Miscellaneous Expenses,Expense,Other,Sales,Global Enterprises,Cash,Janata Bank,REF-8595-dkJM,84099.86,0.0,84099.86,Seem nature always effort.,Finance Manager
798,2025-07-24,VCH-000798,Product Sales,Revenue,Sales,COGS,Global Enterprises,Cheque,BRAC Bank,REF-9310-zlKg,0.0,74055.89,74055.89,This none off.,Accounts Officer
799,2025-11-07,VCH-000799,Product Sales,Revenue,Sales,Capital,ABC Corporation,Cheque,Janata Bank,REF-7879-mhHp,0.0,55374.04,55374.04,Later success clearly democratic run since.,Finance Manager
800,2024-11-25,VCH-000800,Depreciation & Amortization,Expense,Non-Cash,Capital,Global Enterprises,Bkash,Janata Bank,REF-5808-OXuC,4609.32,0.0,4609.32,Look rich despite fine fire more series less.,Finance Manager
801,2026-02-21,VCH-000801,Depreciation & Amortization,Expense,Non-Cash,Capital,Green Energy Co.,Cheque,Nagad,REF-1172-BXwH,49576.82,0.0,49576.82,Film manager ten.,Admin
802,2026-03-25,VCH-000802,Product Sales,Revenue,Sales,Expense,Tech Solutions,Cheque,Dutch Bangla Bank,REF-2440-uJli,0.0,39757.96,39757.96,Decade none hotel themselves fly.,Managing Director
803,2025-07-07,VCH-000803,Production or Cost of Goods Sold (COGS),Expense,COGS,COGS,Global Enterprises,Cheque,Sonali Bank,REF-8340-MBPH,2280.31,0.0,2280.31,Finish group daughter near cause.,Admin
804,2024-12-16,VCH-000804,Salaries & Employee Benefits,Expense,OPEX,Sales,Prime Services,Cash,Janata Bank,REF-1148-FNqC,52008.38,0.0,52008.38,Child story store each.,Managing Director
805,2025-03-09,VCH-000805,Cashout Charge,Expense,Bank Charge,Expense,Green Energy Co.,Cheque,City Bank,REF-2670-QxCM,42364.03,0.0,42364.03,Beautiful or television month article finally and.,Finance Manager
806,2024-10-31,VCH-000806,Administrative Expenses,Expense,OPEX,Expense,Green Energy Co.,Bank Transfer,Dutch Bangla Bank,REF-4955-wewH,1244.63,0.0,1244.63,Part act glass structure to certainly see.,Accounts Officer
807,2025-03-20,VCH-000807,Loan From Managing Director,Liability,Loan,Sales,Green Energy Co.,Cash,Dutch Bangla Bank,REF-9291-PMJM,43442.78,0.0,43442.78,Somebody else until should.,Finance Manager
808,2025-07-29,VCH-000808,Marketing & Sales Expenses,Expense,OPEX,Banking,XYZ Ltd.,Bkash,BRAC Bank,REF-0110-LnZQ,60085.36,0.0,60085.36,Series fly back produce.,Managing Director
809,2024-12-15,VCH-000809,Investment Payment,Equity,Capital,Sales,ABC Corporation,Bkash,Dutch Bangla Bank,REF-3330-XiYI,6680.06,0.0,6680.06,Treat term point black because another decision.,Accounts Officer
810,2025-07-11,VCH-000810,Marketing & Sales Expenses,Expense,OPEX,Expense,Tech Solutions,Cash,City Bank,REF-8480-dZQT,88586.16,0.0,88586.16,Manage change network scientist information use serve.,Accounts Officer
811,2026-03-22,VCH-000811,Marketing & Sales Expenses,Expense,OPEX,Capital,Tech Solutions,Nagad,Sonali Bank,REF-7370-SfcW,69653.13,0.0,69653.13,Want single wrong on never.,Managing Director
812,2024-10-14,VCH-000812,Cashout Charge,Expense,Bank Charge,Banking,Tech Solutions,Cheque,Bkash,REF-9811-ATPj,28431.3,0.0,28431.3,Person measure others fly.,Admin
813,2025-10-04,VCH-000813,Cashout Charge,Expense,Bank Charge,Operations,Prime Services,Bkash,Rupali Bank,REF-8357-DihU,76401.82,0.0,76401.82,Employee cover raise college.,Finance Manager
814,2025-05-25,VCH-000814,Miscellaneous Expenses,Expense,Other,Capital,XYZ Ltd.,Bkash,Rupali Bank,REF-7966-UbKe,79405.68,0.0,79405.68,Speech ask as growth too discover maybe north.,Accounts Officer
815,2025-06-18,VCH-000815,Investment Payment,Equity,Capital,Banking,Prime Services,Bkash,Rupali Bank,REF-1540-hdOy,81071.44,0.0,81071.44,Marriage pretty officer something wonder.,Finance Manager
816,2025-02-01,VCH-000816,Cashout Charge,Expense,Bank Charge,COGS,Prime Services,Nagad,Janata Bank,REF-2845-dWGn,1075.68,0.0,1075.68,Would sit although here green.,Finance Manager
817,2026-01-08,VCH-000817,Investment Payment,Equity,Capital,Banking,Tech Solutions,Bkash,BRAC Bank,REF-6732-liIK,6433.83,0.0,6433.83,Human including half instead door but century dog.,Admin
818,2024-12-16,VCH-000818,Product Sales,Revenue,Sales,COGS,XYZ Ltd.,Nagad,Rupali Bank,REF-9929-OTyb,0.0,1084.15,1084.15,Look party nor computer Mr miss.,Admin
819,2025-06-10,VCH-000819,Cashout Charge,Expense,Bank Charge,Sales,Tech Solutions,Bkash,Dutch Bangla Bank,REF-8288-Gefl,11407.69,0.0,11407.69,National international word few poor college.,Admin
820,2024-09-16,VCH-000820,Cashout Charge,Expense,Bank Charge,COGS,Innovate Ltd.,Cheque,Nagad,REF-3255-VAsy,28899.45,0.0,28899.45,Cover star role conference operation culture yourself fight.,Managing Director
821,2026-04-08,VCH-000821,Miscellaneous Expenses,Expense,Other,Sales,Tech Solutions,Cheque,Bkash,REF-4605-saXA,97607.64,0.0,97607.64,Here animal realize eight speech.,Admin
822,2024-10-16,VCH-000822,Administrative Expenses,Expense,OPEX,Banking,XYZ Ltd.,Bank Transfer,Rupali Bank,REF-7728-yrHO,29620.7,0.0,29620.7,Ever among owner throw yard.,Admin
823,2025-12-25,VCH-000823,Product Sales,Revenue,Sales,Expense,XYZ Ltd.,Nagad,Sonali Bank,REF-3120-ftAu,0.0,4099.3,4099.3,Song cell father fire.,Accounts Officer
824,2025-07-09,VCH-000824,Depreciation & Amortization,Expense,Non-Cash,Sales,Innovate Ltd.,Nagad,BRAC Bank,REF-5130-TNKI,52470.3,0.0,52470.3,Guy meet expect.,Managing Director
825,2025-12-27,VCH-000825,Selling & Distribution Expenses,Expense,OPEX,COGS,ABC Corporation,Nagad,City Bank,REF-8147-MVqc,71150.35,0.0,71150.35,Soldier water according.,Finance Manager
826,2026-03-25,VCH-000826,Financial Expenses,Expense,Finance,Sales,Innovate Ltd.,Nagad,Dutch Bangla Bank,REF-0649-VZqi,46816.84,0.0,46816.84,Name successful happy sign space indicate.,Managing Director
827,2025-03-25,VCH-000827,Investment Payment,Equity,Capital,Capital,Innovate Ltd.,Bkash,City Bank,REF-5023-NHRs,28701.04,0.0,28701.04,Better for good smile.,Finance Manager
828,2026-01-02,VCH-000828,Selling & Distribution Expenses,Expense,OPEX,Banking,Tech Solutions,Bkash,Dutch Bangla Bank,REF-5265-uDCS,46904.05,0.0,46904.05,Five think drive.,Admin
829,2026-04-19,VCH-000829,Investment Payment,Equity,Capital,Operations,Innovate Ltd.,Nagad,Janata Bank,REF-8834-kUeU,10724.12,0.0,10724.12,Eat rule how what door leave question.,Finance Manager
830,2025-04-24,VCH-000830,Loan From Managing Director,Liability,Loan,Operations,Tech Solutions,Cheque,Nagad,REF-6408-KWjR,80316.98,0.0,80316.98,Heavy we draw result treat thing.,Managing Director
831,2025-05-14,VCH-000831,Managing Director Personal Expense,Equity,Drawings,Operations,Global Enterprises,Bank Transfer,BRAC Bank,REF-0190-msWe,22092.37,0.0,22092.37,Care grow around tough there which.,Accounts Officer
832,2025-07-04,VCH-000832,Loan From Managing Director,Liability,Loan,Capital,Tech Solutions,Cash,BRAC Bank,REF-8107-FUPh,71027.56,0.0,71027.56,Education executive loss exactly life.,Managing Director
833,2025-09-17,VCH-000833,Administrative Expenses,Expense,OPEX,Sales,Innovate Ltd.,Cash,Rupali Bank,REF-1357-BmTl,55174.24,0.0,55174.24,Same method spend light usually.,Finance Manager
834,2025-02-16,VCH-000834,Marketing & Sales Expenses,Expense,OPEX,Banking,Prime Services,Cheque,Sonali Bank,REF-3900-IKTR,85963.25,0.0,85963.25,Benefit market exist into father guess indeed customer.,Accounts Officer
835,2026-01-24,VCH-000835,Packing Materials,Expense,COGS,Expense,XYZ Ltd.,Cash,City Bank,REF-3826-IIQo,1541.96,0.0,1541.96,During their maintain machine.,Accounts Officer
836,2026-05-11,VCH-000836,Cashout Charge,Expense,Bank Charge,Operations,XYZ Ltd.,Nagad,Dutch Bangla Bank,REF-4021-PhBN,58213.86,0.0,58213.86,Adult character surface.,Finance Manager
837,2026-06-05,VCH-000837,Investment Payment,Equity,Capital,COGS,ABC Corporation,Cash,BRAC Bank,REF-7542-AYas,14467.88,0.0,14467.88,There this maintain explain.,Finance Manager
838,2025-01-28,VCH-000838,Packing Materials,Expense,COGS,Sales,Prime Services,Nagad,Rupali Bank,REF-2401-apRl,22574.68,0.0,22574.68,Size doctor include provide morning concern magazine.,Managing Director
839,2025-01-02,VCH-000839,Miscellaneous Expenses,Expense,Other,COGS,Global Enterprises,Bank Transfer,BRAC Bank,REF-0189-OgTc,7564.98,0.0,7564.98,Wide hot inside.,Accounts Officer
840,2025-01-29,VCH-000840,Cashout Charge,Expense,Bank Charge,Expense,Tech Solutions,Cheque,Nagad,REF-5917-HGjs,18781.54,0.0,18781.54,Happy exist cut.,Accounts Officer
841,2026-04-29,VCH-000841,Depreciation & Amortization,Expense,Non-Cash,COGS,Tech Solutions,Cheque,Nagad,REF-5107-PPOW,3509.79,0.0,3509.79,Country green man customer do full.,Admin
842,2025-01-21,VCH-000842,Packing Materials,Expense,COGS,COGS,Prime Services,Cash,City Bank,REF-1924-BHlU,20903.13,0.0,20903.13,Paper pressure hear ball yard development.,Accounts Officer
843,2024-08-22,VCH-000843,Production or Cost of Goods Sold (COGS),Expense,COGS,Banking,Tech Solutions,Cheque,Rupali Bank,REF-7667-HDMv,98489.02,0.0,98489.02,Arm assume become beat.,Accounts Officer
844,2025-02-23,VCH-000844,Salaries & Employee Benefits,Expense,OPEX,Expense,Global Enterprises,Cheque,Sonali Bank,REF-4611-hIpx,10735.63,0.0,10735.63,List wide fall two best whom.,Admin
845,2025-08-07,VCH-000845,Cashout Charge,Expense,Bank Charge,Banking,Global Enterprises,Bkash,Bkash,REF-5325-adBz,69414.07,0.0,69414.07,Apply career door behind.,Accounts Officer
846,2025-03-29,VCH-000846,Managing Director Personal Expense,Equity,Drawings,Operations,Tech Solutions,Cheque,Rupali Bank,REF-0438-bXJZ,31960.26,0.0,31960.26,Audience late decision.,Admin
847,2024-09-21,VCH-000847,Investment Payment,Equity,Capital,Capital,Tech Solutions,Nagad,Bkash,REF-0829-QzNp,53066.49,0.0,53066.49,Professor commercial movie plant our world cut.,Admin
848,2024-12-15,VCH-000848,Managing Director Personal Expense,Equity,Drawings,COGS,Global Enterprises,Nagad,Janata Bank,REF-8229-alwc,93560.38,0.0,93560.38,Law edge also start.,Finance Manager
849,2025-08-05,VCH-000849,Loan From Managing Director,Liability,Loan,COGS,Tech Solutions,Cash,BRAC Bank,REF-5044-RbkC,78278.11,0.0,78278.11,Nor involve mouth system live find.,Managing Director
850,2025-06-19,VCH-000850,Packing Materials,Expense,COGS,Operations,Prime Services,Bank Transfer,Rupali Bank,REF-2310-DXjR,31023.35,0.0,31023.35,Now more cut.,Admin
851,2024-08-12,VCH-000851,Investment Payment,Equity,Capital,Operations,ABC Corporation,Cheque,Janata Bank,REF-7550-xmnG,68507.1,0.0,68507.1,Executive certain room.,Managing Director
852,2024-07-25,VCH-000852,Managing Director Personal Expense,Equity,Drawings,Expense,XYZ Ltd.,Nagad,City Bank,REF-2994-enaJ,77131.42,0.0,77131.42,Sense story way agency.,Admin
853,2025-02-14,VCH-000853,Packing Materials,Expense,COGS,Banking,Tech Solutions,Bkash,Sonali Bank,REF-7321-gWJS,66320.09,0.0,66320.09,Hundred week away religious choice say heavy.,Finance Manager
854,2025-12-28,VCH-000854,Managing Director Personal Expense,Equity,Drawings,COGS,Prime Services,Cash,Rupali Bank,REF-9567-kbRs,44287.1,0.0,44287.1,Effect order less book thought.,Accounts Officer
855,2024-12-26,VCH-000855,Managing Director Personal Expense,Equity,Drawings,Expense,Green Energy Co.,Cheque,Janata Bank,REF-4999-KUOd,70478.21,0.0,70478.21,Long those sell where early you happy.,Admin
856,2025-04-17,VCH-000856,Selling & Distribution Expenses,Expense,OPEX,Capital,Global Enterprises,Cash,Dutch Bangla Bank,REF-9290-cnMA,46259.64,0.0,46259.64,Message size turn hundred people people soon.,Managing Director
857,2025-09-30,VCH-000857,Salaries & Employee Benefits,Expense,OPEX,Sales,Innovate Ltd.,Bank Transfer,BRAC Bank,REF-5901-tcsd,71091.4,0.0,71091.4,Scientist matter past still pay.,Finance Manager
858,2024-10-05,VCH-000858,Miscellaneous Expenses,Expense,Other,Capital,Tech Solutions,Bank Transfer,Sonali Bank,REF-2674-jNhD,25505.65,0.0,25505.65,Hundred along child thought start remain scientist.,Managing Director
859,2024-11-08,VCH-000859,Product Sales,Revenue,Sales,Expense,Green Energy Co.,Bank Transfer,Nagad,REF-1164-jTSQ,0.0,77276.5,77276.5,General term also do form where all.,Admin
860,2024-09-04,VCH-000860,Salaries & Employee Benefits,Expense,OPEX,COGS,Innovate Ltd.,Bkash,Sonali Bank,REF-2029-deEk,52325.17,0.0,52325.17,My religious store probably relate.,Finance Manager
861,2024-08-31,VCH-000861,Investment Payment,Equity,Capital,Banking,Tech Solutions,Cheque,Rupali Bank,REF-2601-rUKH,19325.43,0.0,19325.43,Billion important hour source.,Accounts Officer
862,2025-11-14,VCH-000862,Cashout Charge,Expense,Bank Charge,Banking,Green Energy Co.,Nagad,Sonali Bank,REF-9099-PIhf,46126.24,0.0,46126.24,Young particularly rather general president develop.,Accounts Officer
863,2025-02-12,VCH-000863,Investment Payment,Equity,Capital,Banking,Green Energy Co.,Cheque,Dutch Bangla Bank,REF-8733-HwEU,76655.82,0.0,76655.82,List when technology character people say mouth.,Finance Manager
864,2024-07-09,VCH-000864,Salaries & Employee Benefits,Expense,OPEX,Operations,Tech Solutions,Cheque,BRAC Bank,REF-9359-bhCR,93008.76,0.0,93008.76,Pay born account machine animal.,Accounts Officer
865,2025-03-15,VCH-000865,Administrative Expenses,Expense,OPEX,Operations,Global Enterprises,Cheque,Sonali Bank,REF-8759-kIaR,23621.35,0.0,23621.35,Develop generation group family actually back measure.,Accounts Officer
866,2025-08-17,VCH-000866,Cashout Charge,Expense,Bank Charge,Expense,Innovate Ltd.,Bkash,Bkash,REF-6796-fiuT,96055.6,0.0,96055.6,Letter lot black choose main property suddenly.,Managing Director
867,2025-10-06,VCH-000867,Packing Materials,Expense,COGS,Sales,Prime Services,Cheque,Janata Bank,REF-0474-XJwf,87998.5,0.0,87998.5,Continue billion claim peace choice anything.,Accounts Officer
868,2026-04-21,VCH-000868,Cashout Charge,Expense,Bank Charge,COGS,ABC Corporation,Cash,Sonali Bank,REF-2394-sFuu,80693.89,0.0,80693.89,Fly arm carry offer provide ready.,Finance Manager
869,2025-06-28,VCH-000869,Cashout Charge,Expense,Bank Charge,COGS,ABC Corporation,Bank Transfer,BRAC Bank,REF-5009-oylN,40756.66,0.0,40756.66,Case low defense know arm middle meet.,Accounts Officer
870,2025-07-28,VCH-000870,Selling & Distribution Expenses,Expense,OPEX,Banking,ABC Corporation,Nagad,BRAC Bank,REF-4861-yZGY,85789.44,0.0,85789.44,Season news where try.,Finance Manager
871,2024-07-02,VCH-000871,Administrative Expenses,Expense,OPEX,Banking,XYZ Ltd.,Bkash,BRAC Bank,REF-4922-cAKR,63442.23,0.0,63442.23,Foot play relationship.,Admin
872,2024-09-23,VCH-000872,Selling & Distribution Expenses,Expense,OPEX,Expense,XYZ Ltd.,Bkash,BRAC Bank,REF-7214-LrYX,96627.68,0.0,96627.68,Top system government produce worry fire exist.,Finance Manager
873,2026-02-14,VCH-000873,Financial Expenses,Expense,Finance,Sales,Global Enterprises,Cash,City Bank,REF-2394-ZLum,94398.95,0.0,94398.95,Modern age may phone do.,Finance Manager
874,2025-09-28,VCH-000874,Depreciation & Amortization,Expense,Non-Cash,Capital,ABC Corporation,Bank Transfer,City Bank,REF-5509-rzBw,51713.78,0.0,51713.78,Foreign body consider according lose building safe.,Accounts Officer
875,2024-12-15,VCH-000875,Miscellaneous Expenses,Expense,Other,Banking,Green Energy Co.,Cash,Nagad,REF-4013-ZTgV,52852.24,0.0,52852.24,Know everyone lot hour old likely positive set.,Managing Director
876,2025-08-16,VCH-000876,Financial Expenses,Expense,Finance,Banking,Prime Services,Bkash,Nagad,REF-5553-pGYu,37645.07,0.0,37645.07,Day pressure should time drive.,Managing Director
877,2025-09-17,VCH-000877,Loan From Managing Director,Liability,Loan,Banking,Innovate Ltd.,Cheque,Bkash,REF-2074-pRXj,59696.91,0.0,59696.91,Threat somebody pull offer size child perform.,Accounts Officer
878,2026-04-05,VCH-000878,Production or Cost of Goods Sold (COGS),Expense,COGS,Capital,Prime Services,Cheque,BRAC Bank,REF-6021-sMrZ,12860.97,0.0,12860.97,Weight beautiful media.,Admin
879,2025-12-16,VCH-000879,Depreciation & Amortization,Expense,Non-Cash,COGS,ABC Corporation,Nagad,Janata Bank,REF-1002-EBmo,5050.4,0.0,5050.4,Building thing star sister.,Managing Director
880,2025-01-24,VCH-000880,Financial Expenses,Expense,Finance,Sales,ABC Corporation,Cash,Bkash,REF-1155-CBsN,43071.25,0.0,43071.25,Marriage energy success morning everybody.,Finance Manager
881,2026-01-06,VCH-000881,Selling & Distribution Expenses,Expense,OPEX,Banking,Tech Solutions,Bkash,Nagad,REF-9150-EBqc,71670.48,0.0,71670.48,Recently wind chair training collection whose that.,Accounts Officer
882,2026-01-16,VCH-000882,Depreciation & Amortization,Expense,Non-Cash,Operations,Prime Services,Nagad,Dutch Bangla Bank,REF-4298-JLCz,46911.11,0.0,46911.11,Center but movie current evening available do method.,Admin
883,2026-01-06,VCH-000883,Selling & Distribution Expenses,Expense,OPEX,Operations,XYZ Ltd.,Bkash,Nagad,REF-8189-IpxP,23706.3,0.0,23706.3,Guess west choice true.,Accounts Officer
884,2026-01-31,VCH-000884,Cashout Charge,Expense,Bank Charge,Capital,XYZ Ltd.,Cheque,City Bank,REF-7924-iDtA,591.88,0.0,591.88,Country effort where source fire performance available.,Accounts Officer
885,2024-07-04,VCH-000885,Miscellaneous Expenses,Expense,Other,Expense,Tech Solutions,Nagad,Rupali Bank,REF-3566-oBpF,82852.3,0.0,82852.3,Enjoy eye personal stand stand defense for marriage.,Admin
886,2025-04-17,VCH-000886,Financial Expenses,Expense,Finance,Sales,XYZ Ltd.,Bank Transfer,City Bank,REF-9973-YwUy,14498.14,0.0,14498.14,Baby low leg early story.,Managing Director
887,2025-01-26,VCH-000887,Packing Materials,Expense,COGS,COGS,Global Enterprises,Cheque,Sonali Bank,REF-1872-qDpn,79417.93,0.0,79417.93,Rich never several then though series.,Accounts Officer
888,2024-07-15,VCH-000888,Product Sales,Revenue,Sales,Banking,Innovate Ltd.,Bank Transfer,Nagad,REF-0797-IyxO,0.0,96192.26,96192.26,Environment everybody church research budget activity.,Accounts Officer
889,2025-01-04,VCH-000889,Administrative Expenses,Expense,OPEX,Expense,Prime Services,Bkash,Bkash,REF-9272-lxka,33987.6,0.0,33987.6,Contain development time.,Managing Director
